IDNO,Name,Date,Venue,,Region,PartyAffiliation,Honesty,Status,CatThink,ComplexThink,CogProcess,PsychDistance,Presidentiality,Depression,,Title,Dateno,,,,Month,Day,Year
611,Engel,6/11/1998,House,,Iran,D,-0.577574,-0.773478,2.156095,-0.98407,-0.350345,4.499631,0.84417,-2.128997,,Representative,35957,,,,6,11,98
617,Fleming,9/30/2009,House,,Iran,R,2.466523,-0.430846,4.956106,-3.128533,-2.592946,4.15515,2.492449,2.293609,,Representative,40086,,,,9,30,9
618,Foley,9/18/2002,House,,Iraq,R,-0.571949,1.417007,-0.292808,1.496588,-1.941324,-0.215537,-0.031461,-0.730373,,Representative,37517,,,,9,18,2
619,Gibbons,9/18/2002,House,,Iraq,R,2.842457,-0.998845,-5.549505,1.201506,0.48822,-5.316897,-5.638858,1.433018,,Representative,37517,,,,9,18,2
622,Foxx,11/15/2006,House,,Iran,R,-0.545853,-0.519956,4.044456,-3.721684,-1.189195,4.679503,2.375949,-1.308401,,Representative,39036,,,,11,15,6
623,Foxx,9/20/2006,House,,Iran,R,-2.79707,1.004945,1.579531,-2.527166,-1.169635,3.712633,1.479799,-1.5746,,Representative,38980,,,,9,20,6
624,Frank,12/20/2001,House,,Iraq,D,-2.337911,-0.106405,-0.283198,0.391436,-1.432061,-1.676552,-0.19398,0.983834,,Representative,37245,,,,12,20,1
625,Franks,8/2/2012,House,,Iran,R,2.085618,-0.549344,0.305047,0.127735,-0.153197,2.258403,-1.135194,0.33752,,Representative,41123,,,,8,2,12
626,Franks,2/15/2013,House,,Iran,R,2.406356,-0.199171,1.926519,0.516612,0.61723,3.339559,-0.534719,-0.090793,,Representative,41320,,,,2,15,13
627,Franks,3/25/2010,House,,Iran,R,1.570467,-0.279267,0.712458,-1.852197,-0.75164,3.145064,-0.656286,0.57771,,Representative,40262,,,,3,25,10
628,Franks,9/15/2005,House,,Iran,R,-1.478434,-0.675583,2.658287,-1.747609,-0.331894,3.89783,1.623938,-2.46945,,Representative,38610,,,,9,15,5
629,Franks,9/29/2008,House,,Iran,R,1.002329,-0.818704,0.741373,-3.269326,-0.428986,2.552195,0.497468,-1.348153,,Representative,39720,,,,9,29,8
630,Garrett,6/19/2009,House,,Iran,R,3.138946,-1.840309,1.95501,-3.502867,0.318917,5.748976,1.902993,0.66115,,Representative,39983,,,,6,19,9
631,Gibbons,8/7/1998,House,,Iraq,R,0.411667,-0.018682,-2.514339,0.335758,-0.957861,-1.521268,-1.101772,0.823748,,Representative,36014,,,,8,7,98
632,Gibbons,1/27/2003,House,,Iraq,R,4.991249,0.548103,0.470593,-1.142054,0.185332,3.212852,-1.126741,-2.300983,,Representative,37648,,,,1,27,3
633,Gibbons,1/28/2003,House,,Iraq,R,-1.372451,1.747314,-3.255564,0.258607,-0.273046,1.05585,-3.405769,0.815524,,Representative,37649,,,,1,28,3
634,Gibbons,9/25/2002,House,,Iraq,R,3.419635,-0.004157,-0.028899,5.051762,2.551453,0.44465,-1.729641,0.259563,,Representative,37524,,,,9,25,2
635,Wu,9/25/2002,House,,Iraq,D,4.436231,-1.49127,0.289463,1.196357,-0.357833,-0.932038,-1.692562,3.651065,,Representative,37524,,,,9,25,2
636,Gilman,8/3/1998,House,,Iraq,R,3.290393,-2.140149,1.64128,-3.875229,-0.882737,2.267749,0.223907,-0.340566,,Representative,36010,,,,8,3,98
637,Hamilton,8/3/1998,House,,Iraq,D,-0.356503,-1.129279,2.362249,2.24768,3.747748,0.643757,3.096465,-1.404402,,Representative,36010,,,,8,3,98
638,Gilman,10/5/1998,House,,Iraq,R,2.701736,-0.240009,1.739833,-0.900145,0.305721,1.501493,0.300461,-0.69364,,Representative,36073,,,,10,5,98
639,Paul,10/5/1998,House,,Iraq,R,-2.055184,1.159345,-3.290212,0.12361,0.062198,-3.300211,-2.616652,-0.60556,,Representative,36073,,,,10,5,98
640,Hamilton,10/5/1998,House,,Iraq,D,-0.444989,-1.168108,0.413822,-0.953007,0.004174,-0.529793,0.502893,-1.058716,,Representative,36073,,,,10,5,98
641,Rohrabacher,10/5/1998,House,,Iraq,R,-5.878886,2.957262,-2.154268,0.533326,-2.027644,-0.766852,-0.700764,-1.083119,,Representative,36073,,,,10,5,98
642,Gingrey,7/12/2006,House,,North Korea,R,1.276671,0.719399,1.58526,-4.272367,-0.302218,4.071639,0.040944,-0.943441,,Representative,38910,,,,7,12,6
645,Grucci,9/25/2002,House,,Iraq,R,6.942279,-0.163286,-0.110927,-0.269582,0.200177,2.398477,-0.548161,0.516202,,Representative,37524,,,,9,25,2
647,Herger,5/7/2009,House,,Iran,R,-4.386927,-2.449674,1.886348,-5.572379,-1.975832,-0.805918,2.532587,-1.788458,,Representative,39940,,,,5,7,9
648,Hoeffel,3/4/2003,House,,Iraq,D,-1.509119,1.250033,-0.75632,0.706228,-0.090998,0.024332,0.757244,-2.675319,,Representative,37684,,,,3,4,3
650,Holt,3/5/2003,House,,Iraq,D,-0.743946,-0.101494,4.397583,-1.56241,0.560469,4.990115,3.373532,-1.810503,,Representative,37685,,,,3,5,3
652,Hunter,7/24/1998,House,,Iran,R,3.246158,0.621524,5.050205,-5.935739,-3.649445,8.804446,1.977019,4.810091,,Representative,36000,,,,7,24,98
653,Hunter,1/27/2003,House,,Iraq,R,-1.255839,-0.239202,-1.505478,-1.584755,-0.335901,1.144374,-2.507753,0.89222,,Representative,37648,,,,1,27,3
654,Saxton,1/27/2003,House,,Iraq,R,0.118088,0.407714,-0.541663,0.006827,-0.835757,0.119757,-1.49527,0.956316,,Representative,37648,,,,1,27,3
655,Inslee,3/13/2003,House,,Iraq,D,-0.269417,-0.20958,-0.790758,-0.734298,0.00978,-0.505189,-0.540577,-0.172769,,Representative,37693,,,,3,13,3
656,Kind,3/13/2003,House,,Iraq,D,-1.017849,-0.651226,-0.744429,-1.15034,-0.130776,-2.076011,0.535852,-2.041344,,Representative,37693,,,,3,13,3
657,Inslee,3/5/2003,House,,Iraq,D,-2.388219,-0.021273,-1.250758,-0.905917,0.212869,-1.43717,-1.794936,0.997727,,Representative,37685,,,,3,5,3
658,Jackson-Lee,12/15/2009,House,,Iran,D,-5.363029,-0.600877,-0.203053,-3.950364,-1.943412,-0.496907,-0.563618,-1.209341,,Representative,40162,,,,12,15,9
659,Jackson-Lee,2/27/2003,House,,Iraq,D,-3.726216,-1.733305,0.23523,-2.759879,-2.406505,0.667355,0.359041,-1.545429,,Representative,37679,,,,2,27,3
665,Jackson-Lee,6/17/2002,House,,Iraq,D,1.97201,-0.425139,-0.463022,0.227044,0.4608,0.039289,-1.107499,1.97578,,Representative,37424,,,,6,17,2
666,Jackson-Lee,9/4/2002,House,,Iraq,D,0.241984,-2.107466,-2.297048,-1.507632,-1.527891,-4.170468,0.137897,-0.286933,,Representative,37503,,,,9,4,2
667,Jackson-Lee,10/15/2002,House,,Iraq,D,0.681548,1.385264,2.14086,3.428637,1.853186,3.973277,2.861412,-2.457052,,Representative,37544,,,,10,15,2
668,Jackson-Lee,3/18/2003,House,,Iraq,D,0.497861,-0.111034,-0.491968,-1.382217,-0.698332,0.225231,-1.193752,2.562666,,Representative,37698,,,,3,18,3
670,Jackson-Lee,6/23/2009,House,,Iran,D,-5.486297,1.678473,1.59075,-1.607328,-2.618614,3.447337,2.02328,0.973226,,Representative,39987,,,,6,23,9
676,Sam Johnson,6/25/2009,House,,North Korea,R,0.357022,0.443752,5.555101,-2.049713,-2.131115,4.977321,4.149771,2.099572,,Representative,39989,,,,6,25,9
678,Kaptur,10/7/2002,House,,Iraq,D,1.931052,-1.113105,0.2763,-2.233985,-1.137266,1.121935,-0.828646,-0.183023,,Representative,37536,,,,10,7,2
679,Kaptur,9/19/2002,House,,Iraq,D,1.556089,-0.203384,-0.12901,-0.67541,0.286445,0.716736,-1.506578,0.350863,,Representative,37518,,,,9,19,2
689,Kinzinger,4/16/2012,House,,North Korea,R,-8.914615,-2.073311,4.79547,-3.249647,0.423147,2.651591,8.864706,-6.672678,,Representative,41015,,,,4,16,12
690,Kirk,6/8/2005,House,,Iran,R,-1.523219,0.028181,1.892559,-2.12767,-1.130836,0.4883,0.978143,0.558933,,Representative,38511,,,,6,8,5
691,Andrews,6/8/2005,House,,Iran,D,-3.359497,-0.855215,0.754474,0.488351,0.295401,-1.439159,1.628793,-0.830782,,Representative,38511,,,,6,8,5
692,Kirk,12/5/2006,House,,Iran,R,0.192301,0.265434,3.994485,-3.331309,-1.494595,5.065459,2.012025,-0.180635,,Representative,39056,,,,12,5,6
693,Kirk,7/30/2008,House,,Iran,R,-1.341317,0.743968,0.934012,-5.836653,-1.199413,3.917046,-0.159769,-1.380607,,Representative,39659,,,,7,30,8
694,Kirk,6/8/2009,House,,Iran,R,4.070647,-0.519832,1.709496,2.170505,3.470784,4.82393,0.497675,-0.904932,,Representative,39972,,,,6,8,9
696,Kucinich,9/10/2002,House,,Iraq,D,0.267627,2.701789,0.73081,-0.210574,-0.767734,2.432114,1.240802,2.503899,,Representative,37509,,,,9,10,2
697,Kucinich,9/19/2002,House,,Iraq,D,-3.285101,1.24524,0.723737,-0.671927,-1.127151,1.567783,0.77865,0.301016,,Representative,37518,,,,9,19,2
698,Kucinich,10/3/2002,House,,Iraq,D,-1.479858,0.082243,2.713054,-0.183196,0.498709,2.579359,2.393495,-0.694606,,Representative,37532,,,,10,3,2
699,Kucinich,1/8/2003,House,,Iraq,D,-3.549049,0.888332,2.974746,-0.131839,0.201374,2.068371,2.408606,1.358077,,Representative,37629,,,,1,8,3
700,Kucinich,1/27/2003,House,,Iraq,D,-2.760847,1.877841,1.704935,-1.704304,-1.596249,-0.821789,1.602103,1.836339,,Representative,37648,,,,1,27,3
701,Kucinich,5/23/2006,House,,Iran,D,-1.572709,0.784682,1.917949,-0.723465,-1.286236,-1.043733,1.661234,1.133976,,Representative,38860,,,,5,23,6
702,Kucinich,9/27/2006,House,,Iran,D,4.880807,-0.577688,1.161381,0.772466,-2.950945,5.011323,-0.469244,5.445614,,Representative,38987,,,,9,27,6
703,Kucinich,9/28/2006,House,,Iran,D,1.796965,-1.710529,3.725347,-0.702191,-0.84439,3.416764,1.333413,3.31257,,Representative,38988,,,,9,28,6
704,Kucinich,3/1/2007,House,,Iran,D,-0.576924,-0.100049,3.34795,1.197351,-0.319099,-0.179148,2.205797,1.366828,,Representative,39142,,,,3,1,7
705,Kucinich,3/15/2007,House,,Iran,D,0.769372,-1.3909,8.494635,0.352452,0.491659,10.089152,5.766802,3.065898,,Representative,39156,,,,3,15,7
706,Kucinich,3/27/2007,House,,Iran,D,-1.142288,-0.048224,3.832335,-1.021159,3.829777,2.473018,2.418351,-0.024066,,Representative,39168,,,,3,27,7
707,Kucinich,1/16/2008,House,,Iran,D,2.745911,0.59705,2.674875,2.134338,0.316713,5.110414,1.69629,-0.572006,,Representative,39463,,,,1,16,8
708,Kucinich,5/17/2012,House,,Iran,D,-0.09739,-0.590384,1.442666,-2.819468,-0.884619,2.435459,-0.211998,-0.189925,,Representative,41046,,,,5,17,12
709,Kucinich,5/17/2012,House,,Iran,D,-0.192627,1.17133,-0.99462,1.066038,-1.254589,0.95075,-3.125874,-0.101672,,Representative,41046,,,,5,17,12(2)
710,Smith NJ,4/26/2006,House,,Iran,R,1.041435,-0.399014,2.817605,-3.508818,-1.475473,3.690325,2.492283,-2.240325,,Representative,38833,,,,4,26,6
711,Paul,4/26/2006,House,,Iran,R,-2.061466,1.652028,-2.654721,-0.375621,-0.1132,-1.082534,-2.617799,-0.886196,,Representative,38833,,,,4,26,6
712,Lantos,4/26/2006,House,,Iran,D,0.700889,-0.190762,1.953734,-2.178411,-1.223921,3.191997,1.932347,-1.168941,,Representative,38833,,,,4,26,6
713,Blumenauer,4/26/2006,House,,Iran,D,-1.28942,0.728579,-0.49602,-0.466254,0.451779,-0.107316,-0.807359,-0.033228,,Representative,38833,,,,4,26,6
714,Pence,4/26/2006,House,,Iran,R,0.821475,-1.803749,2.890065,-2.365743,-0.591189,2.902324,2.866693,-2.246224,,Representative,38833,,,,4,26,6
715,Kucinich,4/26/2006,House,,Iran,D,-1.031983,-0.270016,1.734082,-2.346916,-0.221117,1.952218,0.385601,-0.465631,,Representative,38833,,,,4,26,6
716,Crowley,4/26/2006,House,,Iran,D,2.430497,-2.306985,-0.377723,-1.409848,-0.595313,-1.144725,-0.400195,0.196535,,Representative,38833,,,,4,26,6
717,Blunt,4/26/2006,House,,Iran,R,-2.008456,-1.281043,5.0624,-1.603927,-0.658233,4.685815,5.574763,-2.727814,,Representative,38833,,,,4,26,6
718,Cantor,4/26/2006,House,,Iran,R,-2.269319,1.969756,3.502997,-1.658495,-1.504208,3.054371,2.20765,2.964754,,Representative,38833,,,,4,26,6
719,Leach,4/26/2006,House,,Iran,R,1.915486,-0.267771,3.085965,0.67913,0.266112,3.333995,1.269664,0.514267,,Representative,38833,,,,4,26,6
720,Boehner,4/26/2006,House,,Iran,R,-5.318831,-2.725392,1.191912,-3.594913,-0.918675,-0.261434,4.889137,-5.584006,,Representative,38833,,,,4,26,6
721,Berkley,4/26/2006,House,,Iran,D,-1.284954,-1.285348,1.475682,-0.307223,-0.499213,1.989746,1.866384,-1.717664,,Representative,38833,,,,4,26,6
722,Engel,4/26/2006,House,,Iran,D,-2.589327,-2.078339,-0.399682,0.51346,0.475463,-2.894477,0.797695,0.022516,,Representative,38833,,,,4,26,6
723,WeldonPA,4/26/2006,House,,Iran,R,-4.36919,-0.080451,-2.688942,-5.21778,-2.873464,-2.076417,-2.143651,1.246293,,Representative,38833,,,,4,26,6
724,Cardin,4/26/2006,House,,Iran,D,-1.945149,-0.050351,2.479492,-1.194757,1.053238,2.594027,2.548997,-1.466066,,Representative,38833,,,,4,26,6
725,Ros-Lehtinen,4/26/2006,House,,Iran,R,2.63678,-0.598233,2.657672,-2.901212,-0.392391,6.073339,1.234739,-1.373978,,Representative,38833,,,,4,26,6
726,Berman,4/26/2006,House,,Iran,D,0.158747,0.996787,3.931846,-0.895437,0.75669,5.629994,2.635755,-2.156299,,Representative,38833,,,,4,26,6
727,GreenTX,4/26/2006,House,,Iran,D,-2.000632,-1.672722,2.326436,-4.945743,-2.47619,2.03643,2.83172,-2.079256,,Representative,38833,,,,4,26,6
728,Holt,4/26/2006,House,,Iran,D,-1.562668,-1.451108,3.089353,-3.573648,-1.567901,2.520642,2.950088,-1.996218,,Representative,38833,,,,4,26,6
729,Schwartz,4/26/2006,House,,Iran,D,-0.832222,-0.123096,1.971398,-3.039801,-1.50971,4.481624,3.189921,-2.778835,,Representative,38833,,,,4,26,6
730,McMorris,4/26/2006,House,,Iran,R,2.19378,-0.533018,1.552058,-3.767107,-1.993085,2.909447,3.947864,-2.248844,,Representative,38833,,,,4,26,6
731,DeFazio,4/26/2006,House,,Iran,D,-0.834955,-2.411732,0.664565,1.614498,2.456331,-1.308955,0.378956,-0.827631,,Representative,38833,,,,4,26,6
732,Shays,4/26/2006,House,,Iran,R,0.225224,-0.593077,1.559939,-1.649505,-1.268428,1.751887,0.560362,-0.358419,,Representative,38833,,,,4,26,6
733,Lantos,10/27/2005,House,,Iran,D,3.8646,-1.625953,6.357995,-4.403117,-2.303653,9.265283,1.578622,0.981213,,Representative,38652,,,,10,27,5
740,LewisGA,3/6/2003,House,,Iraq,D,-0.95468,-0.002506,-5.205745,6.855159,-0.537392,-5.437396,-1.827769,4.635427,,Representative,37686,,,,3,6,3
741,Baldwin,3/6/2003,House,,Iraq,D,-1.421833,1.601247,1.798554,-1.048936,-0.130776,1.069123,1.280873,0.545166,,Representative,37686,,,,3,6,3
742,LewisGA,3/19/2003,House,,Iraq,D,-2.85131,0.95764,-4.906782,6.406957,-0.534261,-5.147829,-1.464467,3.398834,,Representative,37699,,,,3,19,3
745,MaloneyCarolyn,6/18/2009,House,,Iran,D,-6.079834,-1.512218,2.365902,-4.530318,-0.855871,1.935469,5.783255,-5.253814,,Representative,39982,,,,6,18,9
746,MaloneySean,8/1/2013,House,,Iran,D,-1.537794,2.203457,5.110934,-5.508289,-0.982923,5.271398,3.434742,-1.687173,,Representative,41487,,,,8,1,13
751,McDermott,4/18/2007,House,,Iran,D,2.832178,-0.641425,3.6753,-2.090771,-1.36047,5.090224,0.810055,0.002799,,Representative,39190,,,,4,18,7
752,McDermott,4/25/2006,House,,Iran,D,-3.498636,2.136706,-3.675896,-1.771124,-0.222109,-3.715062,-3.322368,1.630316,,Representative,38832,,,,4,25,6
753,McDermott,7/17/2007,House,,Iran,D,0.912731,0.064935,1.343803,-1.314251,0.261988,2.023898,1.17242,-0.737093,,Representative,39280,,,,7,17,7
754,McDermott,5/15/2007,House,,Iran,D,-2.765132,0.219307,-0.38129,-0.4714,0.693164,0.872953,-0.852203,0.674179,,Representative,39217,,,,5,15,7
755,McDermott,10/2/2007,House,,Iran,D,2.910215,-0.810256,3.261886,-1.83456,-0.405741,3.459443,1.866041,1.613391,,Representative,39357,,,,10,2,7
756,McDermott,11/9/2007,House,,Iran,D,-5.447939,-1.154894,-0.733513,1.082607,3.677135,-4.307024,-1.627874,1.688979,,Representative,39395,,,,11,9,7
757,McDermott,3/13/2008,House,,Iran,D,-6.516626,-0.651109,0.955762,0.134144,1.458051,0.852622,1.37235,4.021129,,Representative,39520,,,,3,13,8
758,McDermott,9/10/2008,House,,Iran,D,1.087738,0.700476,0.526602,-1.115528,-0.325683,1.260921,-0.171886,0.628695,,Representative,39701,,,,9,10,8
760,McGovern,9/5/2002,House,,Iraq,D,1.778821,-1.232396,0.877297,-2.577502,0.384581,-0.711543,-0.001307,0.707872,,Representative,37504,,,,9,5,2
763,McHenry,11/8/2005,House,,Iran,R,-4.210215,1.007423,0.261412,-2.962388,-2.596966,-0.263686,2.015189,-1.804182,,Representative,38664,,,,11,8,5
764,McHenry,5/21/2009,House,,Iran,R,4.158238,-1.539018,5.873417,-2.882322,1.319634,5.301703,3.57135,3.5875,,Representative,39954,,,,5,21,9
765,McInnis,9/9/2002,House,,Iraq,R,-2.621684,0.960647,-2.708025,-0.028342,-0.907362,-3.344415,-2.063474,3.102603,,Representative,37508,,,,9,9,2
766,McInnis,3/11/2003,House,,Iraq,R,-2.082533,-0.058206,-1.576532,-0.227697,-0.932308,-2.85485,-1.026161,1.808708,,Representative,37691,,,,3,11,3
767,McInnis,3/18/2003,House,,Iraq,R,-2.167214,0.06709,-1.38125,-0.04133,-0.962692,-1.911343,-0.788446,0.885269,,Representative,37698,,,,3,18,3
768,McInnis,3/19/2003,House,,Iraq,R,-4.001591,-0.493695,-0.619139,-1.092897,-1.590863,-1.648349,0.322786,-0.228597,,Representative,37699,,,,3,19,3
769,Brady,3/19/2003,House,,Iraq,R,-1.557478,2.050544,-0.058472,-0.61368,-0.639871,-0.02403,0.054219,1.324499,,Representative,37699,,,,3,19,3
770,McNulty,10/8/2002,House,,Iraq,D,2.64581,-2.175859,0.266041,-3.109385,-0.584708,0.657363,-0.072997,3.936162,,Representative,37537,,,,10,8,2
771,Pitts,10/8/2002,House,,Iraq,R,-1.084465,0.221662,-1.402435,0.932514,-0.71895,1.475669,-0.669947,1.606141,,Representative,37537,,,,10,8,2
772,MeeksNY,11/3/2005,House,,Iran,D,-8.698258,3.087213,-3.33888,-2.557306,1.558209,-2.540982,-2.469538,-2.912401,,Representative,38659,,,,11,3,5
777,MoranKS,3/16/2009,House,,Iran,R,-0.022443,0.056202,2.099462,-3.039295,-1.148038,1.831784,1.863365,0.469947,,Representative,39888,,,,3,16,9
778,MoranKS,6/10/2009,House,,Iran,R,1.50566,0.694945,0.798363,-0.200083,1.064667,-0.291879,1.756796,-1.934684,,Representative,39974,,,,6,10,9
779,MoranKS,12/15/2009,House,,Iran,R,3.188714,0.316779,3.974079,-3.246234,-1.886702,4.298685,2.286745,0.126083,,Representative,40162,,,,12,15,9
780,MoranKS,3/16/2010,House,,Iran,R,-0.682069,-0.129003,2.836941,-2.942989,-0.30486,2.594321,1.280009,0.027721,,Representative,40253,,,,3,16,10
781,Obey,3/6/2003,House,,Iraq,D,-0.667778,0.580632,-0.257163,-1.170783,-1.050778,-2.21847,-0.101643,0.578209,,Representative,37686,,,,3,6,3
784,Pascrell,2/13/2007,House,,Iran,D,-2.815782,1.879167,0.381055,4.733182,2.894995,-1.29882,-0.025393,2.664381,,Representative,39126,,,,2,13,7
785,Paul,1/27/1998,House,,Iraq,R,-0.02104,0.156523,4.919149,1.002763,0.93741,4.635304,3.015825,2.659267,,Representative,35822,,,,1,27,98
786,Paul,2/4/1998,House,,Iraq,R,-6.325845,3.166789,-1.852557,-0.072087,-0.587569,-0.93789,-0.923087,-2.116566,,Representative,35830,,,,2,4,98
787,Paul,2/12/1998,House,,Iraq,R,-8.784303,4.344181,-4.6602,-1.357157,-1.044619,-4.839122,-2.215369,-0.878651,,Representative,35838,,,,2,12,98
788,Paul,2/2/1999,House,,Iraq,R,2.399136,1.616963,3.212184,-0.989709,-0.242326,4.052925,2.108904,0.760929,,Representative,36193,,,,2,2,99
789,Gilman,8/3/1998,House,,Iran,R,0.551212,-0.875099,1.695532,-4.299758,-1.993253,1.013044,0.459989,-1.214403,,Representative,36010,,,,8,3,98
790,Menendez,8/3/1998,House,,Iran,D,-0.873782,0.279143,0.02778,-0.150852,-0.298481,0.315199,0.20651,-2.314705,,Representative,36010,,,,8,3,98
791,Rothman,8/3/1998,House,,Iran,D,-0.155901,-1.720419,0.9671,-1.627593,-0.614048,1.885083,0.937572,-0.875406,,Representative,36010,,,,8,3,98
792,Hamilton,8/3/1998,House,,Iran,D,-0.903357,0.240556,1.776417,-0.659666,-0.427943,2.245527,1.907866,-2.050489,,Representative,36010,,,,8,3,98
793,MoranVA,8/3/1998,House,,Iran,D,-0.401967,-0.569654,1.312489,0.96087,-0.454977,2.923319,1.188176,0.448668,,Representative,36010,,,,8,3,98
794,Royce,2/15/2013,House,,North Korea,R,1.044792,-0.337848,-0.323474,-3.127747,-0.883846,1.17229,-1.915534,1.270717,,Representative,41320,,,,2,15,13
795,Engel,2/15/2013,House,,North Korea,D,-0.642227,-2.233524,0.590812,-3.607956,-0.816532,0.069492,0.407982,0.406574,,Representative,41320,,,,2,15,13
796,Ros-Lehtinen,2/15/2013,House,,North Korea,R,0.956108,-0.909633,1.767233,-1.819581,-1.509104,1.805243,1.378362,0.188633,,Representative,41320,,,,2,15,13
797,Chabot,2/15/2013,House,,North Korea,R,6.579099,-2.960444,2.800837,-2.425322,0.209132,3.533001,1.263097,-0.05922,,Representative,41320,,,,2,15,13
798,Pascrell,2/15/2013,House,,North Korea,D,-0.525981,-1.679153,2.186126,-4.508736,-1.330678,2.830558,2.870983,-1.218489,,Representative,41320,,,,2,15,13
806,Paul,4/5/2006,House,,Iran,R,0.290775,0.732881,1.364365,0.153366,0.206271,3.057527,0.77835,-0.224283,,Representative,38812,,,,4,5,6
807,Paul,9/25/2001,House,,Iraq,R,-0.260997,1.116128,0.503906,0.15579,-0.274798,1.671196,0.728404,-0.13094,,Representative,37159,,,,9,25,1
808,Paul,3/20/2002,House,,Iraq,R,-3.282447,0.549329,2.065559,-1.835665,-1.456132,2.591557,2.188354,1.630189,,Representative,37335,,,,3,20,2
809,Paul,9/4/2002,House,,Iraq,R,0.066733,0.886581,-1.431719,2.759433,0.961377,-0.102715,-2.449117,0.909551,,Representative,37503,,,,9,4,2
810,Wilson,9/4/2002,House,,Iraq,R,1.56369,0.751677,-1.143576,-5.372333,-2.552511,-0.588597,-0.911307,0.915258,,Representative,37503,,,,9,4,2
811,Paul,9/10/2002,House,,Iraq,R,0.101026,0.535681,-2.26282,6.018297,1.224242,1.484626,-2.08119,-0.764606,,Representative,37509,,,,9,10,2
812,Paul,6/22/2006,House,,Iran,R,0.429916,0.455164,2.303716,-0.067996,-0.231386,1.429706,2.033143,-1.003738,,Representative,38890,,,,6,22,6
813,Paul,7/10/2008,House,,Iran,R,0.448813,-0.571681,-1.224704,1.481706,0.541836,0.138195,-2.132854,-0.293618,,Representative,39639,,,,7,10,8
849,Sherman,7/30/2007,House,,Iran,D,-1.383097,-1.330942,1.418481,-0.992948,-1.462562,2.061762,0.217687,-0.897186,,Representative,39293,,,,7,30,7
850,Frank,7/30/2007,House,,Iran,D,-3.121836,-0.772363,-0.851041,-0.291285,0.199622,-2.933051,-0.386026,-0.760555,,Representative,39293,,,,7,30,7
851,Jackson-Lee,7/30/2007,House,,Iran,D,0.559249,-3.029412,1.783636,-1.419198,-1.191501,0.560716,2.792574,-0.17043,,Representative,39293,,,,7,30,7
852,Garrett,7/30/2007,House,,Iran,R,1.26182,-2.13542,3.381385,-0.411712,-0.302116,3.90784,1.949115,-1.260802,,Representative,39293,,,,7,30,7
853,Ros-Lehtinen,7/30/2007,House,,Iran,R,2.168576,-1.228866,2.134575,-4.671321,-2.510698,1.798499,0.214346,-0.908473,,Representative,39293,,,,7,30,7
854,Shays,7/30/2007,House,,Iran,R,0.222638,-1.486793,3.709546,-4.516913,-1.50998,5.323332,2.736683,-2.32915,,Representative,39293,,,,7,30,7
855,Hoyer,7/30/2007,House,,Iran,D,-0.760557,-0.768222,0.308715,-3.138817,-1.400363,0.094972,-0.463458,-1.806069,,Representative,39293,,,,7,30,7
856,Lantos,7/30/2007,House,,Iran,D,-3.468987,-1.205495,1.560121,-1.639251,0.495023,1.618954,1.978096,-1.607696,,Representative,39293,,,,7,30,7
857,Paul,7/30/2007,House,,Iran,R,0.482607,0.550181,2.518139,-0.278371,1.530686,2.836007,0.627865,0.51361,,Representative,39293,,,,7,30,7
880,Pence,9/20/2001,House,,Iraq,R,7.612463,-1.975189,3.062221,-3.222343,-1.772407,-0.590515,2.108637,2.9072,,Representative,37154,,,,9,20,1
881,Pence,10/9/2001,House,,Iraq,R,-2.12041,2.457327,3.083082,-2.651718,-2.182877,4.201032,3.234964,-2.543294,,Representative,37173,,,,10,9,1
882,Pence,9/12/2002,House,,Iraq,R,4.637472,-0.84885,2.80038,0.153919,-0.517496,4.219093,1.663663,1.406814,,Representative,37511,,,,9,12,2
883,Pence,9/18/2002,House,,Iraq,R,3.123714,3.150473,2.32386,1.804473,3.180783,5.107225,0.790099,1.883068,,Representative,37517,,,,9,18,2
884,Pence,3/6/2003,House,,Iraq,R,0.650952,-2.128922,1.211391,-1.884463,-0.867249,1.150687,-0.000716,3.848166,,Representative,37686,,,,3,6,3
885,Pence,7/16/2008,House,,Iran,R,1.792883,-1.631657,1.570444,-0.737236,-1.535314,0.758049,-0.085957,2.452827,,Representative,39645,,,,7,16,8
886,Pence,6/16/2009,House,,Iran,R,0.716818,-1.480962,3.943527,-2.366724,-0.921923,4.285149,3.71234,-1.673697,,Representative,39980,,,,6,16,9
887,Pence,6/17/2009,House,,Iran,R,-4.706815,-1.777248,2.508464,-2.859232,-0.906099,1.931076,4.226827,-2.656261,,Representative,39981,,,,6,17,9
891,Pitts,6/26/2001,House,,North Korea,R,-0.230673,-2.429681,1.443323,1.03961,-0.034946,-0.709609,-1.085294,11.561986,,Representative,37068,,,,6,26,1
892,Pitts,10/2/2001,House,,North Korea,R,1.434049,-2.78605,1.736115,-4.338498,-2.631087,1.520879,-1.582877,10.759907,,Representative,37166,,,,10,2,1
898,Pitts,5/14/2003,House,,North Korea,R,-6.211386,1.926788,-0.896845,-1.495781,2.163069,-0.212642,-2.161545,0.940099,,Representative,37755,,,,5,14,3
900,Pitts,12/16/2005,House,,Iran,R,1.132733,-1.034531,0.781634,-1.666471,-2.098966,4.488597,-0.114039,0.969305,,Representative,38702,,,,12,16,5
901,Pitts,4/25/2006,House,,Iran,R,-7.699164,1.192577,2.729923,-3.718277,-0.819831,0.008159,3.972191,-3.080157,,Representative,38832,,,,4,25,6
