"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"4073",264,"Iran","Kyl",0,"9/19/2011","Senate","Ingroup",1,0.018
"4076",259,"Iraq","Kyl",0,"3/2/1998","Senate","Ingroup",2,0.0073
"4082",256,"Iraq","Kyl",0,"8/31/1998","Senate","Ingroup",4,0.0163
"4087",1623,"Afghanistan","Largent",0,"9/14/2001","House","Ingroup",1,0.0206
"4092",1725,"Afghanistan","Leach",0,"9/14/2001","House","Ingroup",1,0.0093
"4097",1517,"Iraq","Leach",0,"10/9/2002","House","Ingroup",6,0.0057
"4102",1936,"North Korea","Leach",0,"4/28/2005","House Hearings","Ingroup",2,0.0136
"4106",719,"Iran","Leach",0,"4/26/2006","House","Ingroup",3,0.0108
"4110",1866,"North Korea","Leach",0,"6/29/2006","House Hearings","Ingroup",6,0.0265
"4118",1855,"Russia","Leach",0,"5/12/1999","House Hearings","Ingroup",1,0.0076
"4120",1923,"Russia","Leach",0,"10/6/1999","House Hearings","Ingroup",1,0.0306
"4123",1805,"North Korea","Leach",0,"2/17/2005","House Hearings","Ingroup",1,0.0027
"4127",2119,"Iran","LeeUT",0,"7/25/2012","Senate Hearings","Ingroup",1,0.027
"4134",489,"Iraq","Lincoln",0,"10/10/2002","Senate","Ingroup",1,0.0127
"4136",1714,"Afghanistan","Linder",0,"9/14/2001","House","Ingroup",3,0.117
"4143",192,"Iran","Lott",0,"2/22/2000","Senate","Ingroup",1,0.0058
"4147",186,"Iraq","Lott",0,"2/12/1998","Senate","Ingroup",3,0.0142
"4149",283,"Iraq","Lott",0,"2/25/1998","Senate","Ingroup",2,0.0295
"4152",329,"Iran","Lott",0,"5/22/1998","Senate","Ingroup",1,0.008
"4155",284,"Iraq","Lott",0,"10/7/1998","Senate","Ingroup",2,0.0322
"4158",1519,"Iraq","Lucas",0,"10/9/2002","House","Ingroup",2,0.0366
"4160",294,"Libya","Mack",0,"4/25/2000","Senate","Ingroup",1,0.0407
"4164",1280,"Libya","Manzullo",0,"5/25/2011","House Hearings","Ingroup",1,0.0455
"4171",308,"Russia","McCain",0,"9/20/2002","Senate","Ingroup",3,0.0223
"4173",5,"Iraq","McCain",0,"10/2/2002","Senate","Ingroup",2,0.0239
"4177",367,"Iraq","McCain",0,"10/8/2002","Senate","Ingroup",2,0.0081
"4181",381,"Iraq","McCain",0,"10/9/2002","Senate","Ingroup",4,0.0117
"4185",404,"Iraq","McCain",0,"10/10/2002","Senate","Ingroup",4,0.0068
"4193",309,"Russia","McCain",0,"9/21/2004","Senate","Ingroup",2,0.0229
"4199",304,"Libya","McCain",0,"3/14/2011","Senate","Ingroup",1,0.0043
"4202",298,"Libya","McCain",0,"6/21/2011","Senate","Ingroup",1,0.0072
"4207",300,"Syria","McCain",0,"5/9/2013","Senate","Ingroup",2,0.0128
"4211",297,"Syria","McCain",0,"7/31/2013","Senate","Ingroup",1,0.0053
"4215",295,"Iraq","McCain",0,"2/9/1998","Senate","Ingroup",3,0.0194
"4220",296,"Iraq","McCain",0,"2/12/1998","Senate","Ingroup",1,0.0089
"4223",310,"Kosovo","McCain",0,"9/23/1998","Senate","Ingroup",1,0.005
"4233",485,"Iraq","McConnell",0,"10/10/2002","Senate","Ingroup",3,0.0254
"4237",349,"Syria","McConnell",0,"11/11/2003","Senate","Ingroup",1,0.0103
"4244",312,"Syria","McConnell",0,"9/10/2013","Senate","Ingroup",3,0.0083
"4249",313,"Kosovo","McConnell",0,"9/24/1998","Senate","Ingroup",6,0.0411
"4255",765,"Iraq","McInnis",0,"9/9/2002","House","Ingroup",6,0.0082
"4259",766,"Iraq","McInnis",0,"3/11/2003","House","Ingroup",6,0.0089
"4263",767,"Iraq","McInnis",0,"3/18/2003","House","Ingroup",13,0.0206
"4268",768,"Iraq","McInnis",0,"3/19/2003","House","Ingroup",11,0.02
"4271",1764,"Iran","McKeon",0,"9/25/2009","House","Ingroup",1,0.009
"4278",1527,"Iraq","MillerD",0,"10/9/2002","House","Ingroup",2,0.019
"4285",1529,"Iraq","MillerJ",0,"10/9/2002","House","Ingroup",2,0.0528
"4292",1605,"Iran","MoranKS",0,"10/13/2009","House","Ingroup",1,0.0259
"4294",779,"Iran","MoranKS",0,"12/15/2009","House","Ingroup",1,0.0291
"4298",780,"Iran","MoranKS",0,"3/16/2010","House","Ingroup",2,0.0281
"4303",315,"Iran","MoranKS",0,"4/17/2012","Senate","Ingroup",1,0.0085
"4305",1674,"Afghanistan","Morella",0,"9/14/2001","House","Ingroup",2,0.1026
"4308",1530,"Iraq","Morella",0,"10/9/2002","House","Ingroup",2,0.0383
"4310",320,"Iraq","MurkowskiF",0,"3/4/2002","Senate","Ingroup",1,0.0068
"4314",321,"Iraq","MurkowskiF",0,"3/12/2002","Senate","Ingroup",2,0.0065
"4317",318,"Iraq","MurkowskiF",0,"9/5/2002","Senate","Ingroup",3,0.0272
"4320",2374,"North Korea","MurkowskiL",0,"7/20/2006","Senate Hearings","Ingroup",1,0.0157
"4323",382,"Iraq","MurkowskiF",0,"3/9/1998","Senate","Ingroup",2,0.0112
"4327",208,"Iraq","MurkowskiF",0,"3/12/1998","Senate","Ingroup",1,0.0063
"4331",2109,"Iraq","MurkowskiF",0,"5/21/1998","Senate Hearings","Ingroup",5,0.0128
"4338",316,"Kosovo","MurkowskiF",0,"3/19/1999","Senate","Ingroup",1,0.0187
"4343",511,"Iraq","Nickles",0,"10/7/2002","Senate","Ingroup",9,0.042
"4345",412,"Iraq","Nickles",0,"10/10/2002","Senate","Ingroup",1,0.0235
"4347",383,"Iraq","Nickles",0,"3/9/1998","Senate","Ingroup",1,0.0133
"4348",448,"Kosovo","Nickles",0,"10/2/1998","Senate","Ingroup",1,0.0238
"4353",287,"Kosovo","Nickles",0,"3/23/1999","Senate","Ingroup",1,0.0042
"4358",1531,"Iraq","Nussle",0,"10/9/2002","House","Ingroup",2,0.0302
"4362",1439,"Iraq","Ose",0,"10/10/2002","House","Ingroup",1,0.0638
"4366",1446,"Iraq","Otter",0,"10/10/2002","House","Ingroup",4,0.0705
"4371",1333,"Iraq","Oxley",0,"10/10/2002","House","Ingroup",1,0.0581
"4373",1037,"Libya","Palazzo",0,"6/3/2011","House","Ingroup",1,0.0571
"4375",1562,"Afghanistan","Paul",0,"9/14/2001","House","Ingroup",1,0.0183
"4379",807,"Iraq","Paul",0,"9/25/2001","House","Ingroup",1,0.0031
"4392",806,"Iran","Paul",0,"4/5/2006","House","Ingroup",4,0.0068
"4397",711,"Iran","Paul",0,"4/26/2006","House","Ingroup",3,0.0177
"4409",813,"Iran","Paul",0,"7/10/2008","House","Ingroup",1,0.0146
"4433",639,"Iraq","Paul",0,"10/5/1998","House","Ingroup",3,0.0107
"4442",881,"Iraq","Pence",0,"10/9/2001","House","Ingroup",1,0.0545
"4445",1115,"Sudan","Pence",0,"5/2/2002","House","Ingroup",1,0.0077
"4454",884,"Iraq","Pence",0,"3/6/2003","House","Ingroup",32,0.0512
"4458",714,"Iran","Pence",0,"4/26/2006","House","Ingroup",2,0.0201
"4460",1394,"Iran","Pence",0,"3/6/2007","House Hearings","Ingroup",2,0.0265
"4463",1170,"Iran","Pence",0,"7/9/2008","House Hearings","Ingroup",4,0.04
"4467",886,"Iran","Pence",0,"6/16/2009","House","Ingroup",1,0.0129
"4477",1250,"Iraq","Pickering",0,"10/9/2002","House","Ingroup",2,0.0716
"4479",644,"Syria","Pittenger",0,"9/10/2013","House","Ingroup",1,0.0639
"4484",1598,"Afghanistan","Pitts",0,"9/14/2001","House","Ingroup",1,0.0448
"4488",893,"Afghanistan","Pitts",0,"10/3/2001","House","Ingroup",1,0.0412
"4499",896,"Russia","Pitts",0,"4/9/2003","House","Ingroup",3,0.1873
"4503",899,"Sudan","Pitts",0,"6/8/2005","House","Ingroup",1,0.0429
"4508",890,"Sudan","Pitts",0,"6/17/1998","House","Ingroup",1,0.0665
"4513",1445,"Iraq","Platts",0,"10/10/2002","House","Ingroup",5,0.036
"4517",1395,"Iran","Poe",0,"3/6/2007","House Hearings","Ingroup",1,0.0631
"4519",1211,"Russia","Poe",0,"5/5/2008","House","Ingroup",1,0.0135
"4524",925,"Iran","Poe",0,"1/9/2009","House","Ingroup",1,0.051
"4535",1282,"Libya","Poe",0,"5/25/2011","House Hearings","Ingroup",1,0.0255
"4545",931,"Iran","Poe",0,"10/13/2011","House","Ingroup",3,0.0339
"4549",970,"Syria","poe",0,"3/20/2013","House Hearings","Ingroup",1,0.0209
"4551",932,"Syria","Poe",0,"6/19/2013","House","Ingroup",3,0.0512
"4553",933,"Syria","Poe",0,"6/25/2013","House","Ingroup",2,0.0285
"4555",1727,"Afghanistan","Portman",0,"9/14/2001","House","Ingroup",1,0.0452
"4558",1251,"Iraq","Portman",0,"10/9/2002","House","Ingroup",1,0.0174
"4564",1629,"Afghanistan","Putnam",0,"9/14/2001","House","Ingroup",3,0.135
"4567",1443,"Iraq","Putnam",0,"10/10/2002","House","Ingroup",2,0.0267
"4570",1535,"Iraq","Ramstad",0,"10/9/2002","House","Ingroup",1,0.0217
"4574",528,"Iraq","Reed",0,"10/9/2002","Senate","Ingroup",1,0.0017
"4582",916,"Iran","Rivera",0,"10/14/2011","House Hearings","Ingroup",1,0.0182
"4586",201,"Kosovo","Roberts",0,"2/23/2000","Senate","Ingroup",2,0.0138
"4590",516,"Iraq","Roberts",0,"10/9/2002","Senate","Ingroup",3,0.0129
"4593",398,"Iraq","Roberts",0,"2/10/1998","Senate","Ingroup",4,0.0104
"4597",399,"Kosovo","Roberts",0,"7/19/1998","Senate","Ingroup",1,0.0078
"4600",401,"Kosovo","Roberts",0,"9/30/1998","Senate","Ingroup",4,0.0192
"4604",400,"Kosovo","Roberts",0,"3/22/1999","Senate","Ingroup",7,0.0221
"4606",1538,"Iraq","RogersKY",0,"10/9/2002","House","Ingroup",2,0.0453
"4610",1370,"Iraq","Rohrabacher",0,"3/23/2000","House Hearings","Ingroup",1,0.0148
"4614",1205,"Russia","Rohrabacher",0,"9/27/2000","House Hearings","Ingroup",1,0.0242
"4617",1825,"Russia","Rohrabacher",0,"9/27/2000","House Hearings","Ingroup",1,0.0209
"4621",939,"Iraq","Rohrabacher",0,"9/17/2001","House","Ingroup",9,0.014
"4629",1875,"North Korea","Rohrabacher",0,"11/15/2006","House Hearings","Ingroup",1,0.008
"4632",1396,"Iran","Rohrabacher",0,"3/6/2007","House Hearings","Ingroup",2,0.0329
"4634",1174,"Iran","Rohrabacher",0,"7/9/2008","House Hearings","Ingroup",1,0.0174
"4638",1958,"Russia","Rohrabacher",0,"11/9/2008","House Hearings","Ingroup",8,0.0378
"4643",1978,"Russia","Rohrabacher",0,"7/7/2011","House Hearings","Ingroup",1,0.0094
"4647",955,"Iran","Rohrabacher",0,"7/27/2011","House Hearings","Ingroup",5,0.046
"4651",917,"Iran","Rohrabacher",0,"10/14/2011","House Hearings","Ingroup",1,0.0165
"4654",938,"Iraq","Rohrabacher",0,"2/12/1998","House","Ingroup",1,0.0118
"4659",1857,"Russia","Rohrabacher",0,"5/12/1999","House Hearings","Ingroup",2,0.033
"4665",1284,"Libya","Rooney",0,"5/25/2011","House Hearings","Ingroup",2,0.0114
"4673",14,"Iran","Ros-Lehtinen",0,"10/14/2011","House Hearings","Ingroup",8,0.0387
"4676",1206,"Russia","Ros-Lehtinen",0,"9/27/2000","House Hearings","Ingroup",2,0.0427
"4678",1826,"Russia","Ros-Lehtinen",0,"9/27/2000","House Hearings","Ingroup",2,0.0427
"4681",1264,"Syria","Ros-Lehtinen",0,"11/20/2003","House","Ingroup",4,0.0504
"4687",1872,"North Korea","Ros-Lehtinen",0,"11/15/2006","House Hearings","Ingroup",1,0.0258
"4690",1356,"Sudan","Ros-Lehtinen",0,"2/8/2007","House Hearings","Ingroup",3,0.0309
"4695",861,"Sudan","Ros-Lehtinen",0,"7/30/2007","House","Ingroup",1,0.0116
"4699",1176,"Iran","Ros-Lehtinen",0,"7/9/2008","House Hearings","Ingroup",1,0.0057
"4702",1769,"Iran","Ros-Lehtinen",0,"9/26/2008","House","Ingroup",3,0.0155
"4710",941,"Iran","Ros-Lehtinen",0,"10/26/2009","House","Ingroup",1,0.0157
"4715",1175,"Libya","Ros-Lehtinen",0,"3/31/2011","House Hearings","Ingroup",17,0.071
"4718",1285,"Libya","Ros-Lehtinen",0,"5/25/2011","House Hearings","Ingroup",2,0.0116
"4721",995,"Libya","Ros-Lehtinen",0,"6/3/2011","House","Ingroup",1,0.0071
"4726",1979,"Russia","Ros-Lehtinen",0,"7/7/2011","House Hearings","Ingroup",13,0.061
"4728",942,"North Korea","Ros-Lehtinen",0,"12/31/2012","House","Ingroup",3,0.0493
"4729",796,"North Korea","Ros-Lehtinen",0,"2/15/2013","House","Ingroup",1,0.0302
"4733",1583,"Afghanistan","Roukema",0,"9/14/2001","House","Ingroup",4,0.1471
"4737",1341,"Iraq","Royce",0,"10/10/2002","House","Ingroup",1,0.0259
"4743",1806,"North Korea","Royce",0,"2/17/2005","House Hearings","Ingroup",2,0.046
"4751",1612,"North Korea","Royce",0,"9/29/2006","House","Ingroup",2,0.0317
"4754",1876,"North Korea","Royce",0,"11/15/2006","House Hearings","Ingroup",2,0.0692
"4759",2,"Iran","Royce",0,"3/15/2007","House Hearings","Ingroup",3,0.0221
"4763",1960,"Russia","Royce",0,"11/9/2008","House Hearings","Ingroup",1,0.0114
"4767",918,"Iran","Royce",0,"10/14/2011","House Hearings","Ingroup",1,0.0243
"4770",794,"North Korea","Royce",0,"2/15/2013","House","Ingroup",3,0.0242
"4772",973,"Syria","Royce",0,"3/20/2013","House Hearings","Ingroup",2,0.0131
"4777",2336,"North Korea","Rubio",0,"3/1/2011","Senate Hearings","Ingroup",1,0.0077
"4783",2251,"Syria","Rubio",0,"3/1/2012","House Hearings","Ingroup",1,0.0124
"4785",2325,"North Korea","Rubio",0,"3/7/2013","Senate Hearings","Ingroup",1,0.0089
"4789",1540,"Iraq","RyanWI",0,"10/9/2002","House","Ingroup",1,0.0072
"4793",1751,"Afghanistan","RyanWI",0,"9/14/2001","House","Ingroup",1,0.0569
"4795",1586,"Afghanistan","JohnsonS",0,"9/14/2001","House","Ingroup",1,0.086
"4797",421,"Afghanistan","Santorum",0,"6/19/2001","Senate","Ingroup",1,0.0267
"4804",2023,"Iran","Santorum",0,"3/2/2006","Senate Hearings","Ingroup",3,0.026
"4811",417,"North Korea","Santorum",0,"4/27/2006","Senate","Ingroup",2,0.0393
"4814",654,"Iraq","Saxton",0,"1/27/2003","House","Ingroup",1,0.0059
"4817",1980,"Russia","Schmidt",0,"7/7/2011","House Hearings","Ingroup",1,0.0651
"4820",1654,"Afghanistan","Schrock",0,"9/14/2001","House","Ingroup",1,0.0682
"4824",471,"Iraq","Sessions",0,"10/10/2002","Senate","Ingroup",1,0.0026
"4828",1663,"Afghanistan","Shadegg",0,"9/14/2001","House","Ingroup",1,0.056
"4831",1252,"Iraq","Shadegg",0,"10/9/2002","House","Ingroup",1,0.0038
"4835",1253,"Iraq","Shaw",0,"10/9/2002","House","Ingroup",1,0.0314
"4837",1784,"Iran","Shaw",0,"9/28/2006","House","Ingroup",1,0.0786
"4841",1697,"Afghanistan","Shays",0,"9/14/2001","House","Ingroup",1,0.0252
"4844",1095,"Iran","Shays",0,"10/28/2005","House","Ingroup",1,0.0534
"4847",732,"Iran","Shays",0,"4/26/2006","House","Ingroup",2,0.0427
"4850",854,"Iran","Shays",0,"7/30/2007","House","Ingroup",1,0.0317
"4854",863,"Sudan","Shays",0,"7/30/2007","House","Ingroup",1,0.0232
"4861",479,"Iraq","Shelby",0,"10/10/2002","Senate","Ingroup",1,0.0038
"4866",1711,"Afghanistan","Simmons",0,"9/14/2001","House","Ingroup",1,0.1016
"4869",1440,"Iraq","Simpson",0,"10/10/2002","House","Ingroup",1,0.0135
"4884",801,"Russia","SmithNJ",0,"7/19/2004","House","Ingroup",1,0.0101
"4889",1941,"North Korea","SmithNJ",0,"4/28/2005","House Hearings","Ingroup",3,0.013
"4895",1217,"Sudan","SmithNJ",0,"11/1/2005","House Hearings","Ingroup",7,0.0184
"4900",1892,"Sudan","SmithNJ",0,"11/1/2005","House Hearings","Ingroup",7,0.0208
"4903",1885,"Sudan","SmithNJ",0,"3/8/2006","House Hearings","Ingroup",2,0.0201
"4910",531,"Sudan","SmithNJ",0,"4/5/2006","House","Ingroup",5,0.0291
"4913",710,"Iran","SmithNJ",0,"4/26/2006","House","Ingroup",2,0.0234
"4917",1842,"Sudan","SmithNJ",0,"5/18/2006","House Hearings","Ingroup",2,0.0119
"4920",1793,"Sudan","SmithNJ",0,"9/25/2006","House","Ingroup",2,0.0167
"4930",872,"Sudan","SmithNJ",0,"7/30/2007","House","Ingroup",1,0.0144
"4949",1860,"Russia","SmithNJ",0,"5/12/1999","House Hearings","Ingroup",1,0.0088
"4961",2153,"Kosovo","SmithOR",0,"5/6/1998","Senate Hearings","Ingroup",5,0.0415
"4965",2160,"Kosovo","SmithOR",0,"6/24/1998","Senate Hearings","Ingroup",1,0.0127
"4971",1644,"Afghanistan","SmithTX",0,"9/14/2001","House","Ingroup",2,0.1032
"4973",1543,"Iraq","SmithTX",0,"10/9/2002","House","Ingroup",1,0.04
"4980",202,"Kosovo","Snowe",0,"2/23/1999","Senate","Ingroup",4,0.0437
"4984",1255,"Iraq","Souder",0,"10/9/2002","House","Ingroup",1,0.0183
"4992",365,"Iraq","Specter",0,"10/7/2002","Senate","Ingroup",1,0.0118
"4996",408,"Iraq","Specter",0,"10/10/2002","Senate","Ingroup",3,0.0087
"5000",438,"Syria","Specter",0,"11/11/2003","Senate","Ingroup",1,0.0046
"5003",425,"Iraq","Specter",0,"2/12/1998","Senate","Ingroup",1,0.0079
"5007",440,"Kosovo","Specter",0,"2/23/1999","Senate","Ingroup",4,0.0723
"5011",232,"Kosovo","Specter",0,"3/19/1999","Senate","Ingroup",2,0.0175
"5014",248,"Kosovo","Specter",0,"3/22/1999","Senate","Ingroup",1,0.0041
"5020",1735,"Afghanistan","Stearns",0,"9/14/2001","House","Ingroup",1,0.0434
"5023",1256,"Iraq","Stearns",0,"10/9/2002","House","Ingroup",3,0.0484
"5027",1119,"North Korea","Stearns",0,"3/14/2006","House","Ingroup",1,0.015
"5028",1120,"Iran","Stearns",0,"6/24/2009","House","Ingroup",1,0.0708
"5031",1748,"Afghanistan","Stump",0,"9/14/2001","House","Ingroup",1,0.0352
"5034",1546,"Iraq","Sununu",0,"10/9/2002","House","Ingroup",1,0.0219
"5035",2409,"Sudan","Sununu",0,"4/11/2007","Senate Hearings","Ingroup",1,0.0357
"5040",1122,"Iran","Tancredo",0,"5/2/2002","House","Ingroup",2,0.0095
"5044",1123,"Sudan","Tancredo",0,"7/12/2004","House","Ingroup",1,0.0029
"5049",826,"Sudan","Tancredo",0,"7/21/2004","House","Ingroup",3,0.0337
"5056",1909,"Sudan","Tancredo",0,"6/22/2005","House Hearings","Ingroup",2,0.045
"5061",548,"Sudan","Tancredo",0,"4/5/2006","House","Ingroup",2,0.033
"5067",1402,"Iran","Tancredo",0,"3/6/2007","House Hearings","Ingroup",2,0.0224
"5074",1438,"Iraq","Tauzin",0,"10/10/2002","House","Ingroup",1,0.0263
"5085",525,"Iraq","Thompson",0,"10/9/2002","Senate","Ingroup",7,0.03
"5089",1640,"Afghanistan","Thune",0,"9/14/2001","House","Ingroup",1,0.0517
"5092",1428,"Iraq","Thune",0,"10/10/2002","House","Ingroup",1,0.0182
"5095",444,"Iraq","Thurmond",0,"9/8/1998","Senate","Ingroup",1,0.0201
"5099",1548,"Iraq","Tiahrt",0,"10/9/2002","House","Ingroup",2,0.0285
"5103",1763,"Iran","TurnerOH",0,"9/15/2009","House","Ingroup",8,0.02
"5110",1553,"Iraq","Vitter",0,"10/9/2002","House","Ingroup",1,0.0405
"5114",2059,"Iran","Voinovich",0,"3/29/2007","Senate Hearings","Ingroup",1,0.0122
"5116",2312,"Russia","Voinovich",0,"9/17/2008","Senate Hearings","Ingroup",1,0.0093
"5120",1127,"Syria","Walberg",0,"6/23/2011","House","Ingroup",1,0.0226
"5123",1554,"Iraq","Walsh",0,"10/9/2002","House","Ingroup",1,0.0134
"5125",282,"Iraq","Warner",0,"10/2/2002","Senate","Ingroup",2,0.0629
"5128",356,"Iraq","Warner",0,"10/7/2002","Senate","Ingroup",16,0.0378
"5130",368,"Iraq","Warner",0,"10/8/2002","Senate","Ingroup",7,0.03
"5135",407,"Iraq","Warner",0,"10/10/2002","Senate","Ingroup",4,0.0279
"5139",447,"Kosovo","Warner",0,"10/2/1998","Senate","Ingroup",6,0.0264
"5143",449,"Kosovo","Warner",0,"10/8/1998","Senate","Ingroup",8,0.0341
"5146",450,"Kosovo","Warner",0,"10/19/1998","Senate","Ingroup",3,0.0286
"5150",446,"Kosovo","Warner",0,"1/19/1999","Senate","Ingroup",1,0.0173
"5153",249,"Kosovo","Warner",0,"3/22/1999","Senate","Ingroup",3,0.0217
"5155",292,"Kosovo","Warner",0,"3/23/1999","Senate","Ingroup",4,0.0416
"5159",1318,"Iraq","WeldonPA",0,"10/10/2002","House","Ingroup",2,0.0374
"5163",1448,"Iraq","Weller",0,"10/10/2002","House","Ingroup",1,0.0315
"5167",1025,"Libya","West",0,"6/3/2011","House","Ingroup",2,0.0162
"5177",437,"Russia","Wicker",0,"1/5/2011","Senate","Ingroup",1,0.0096
"5181",47,"Russia","Wicker",0,"2/16/2012","Senate","Ingroup",1,0.0081
"5183",810,"Iraq","WilsonSC",0,"9/4/2002","House","Ingroup",1,0.0622
"5185",1132,"Iran","WilsonSC",0,"2/14/2006","House","Ingroup",1,0.0552
"5190",1134,"Sudan","Wolf",0,"5/5/2004","House","Ingroup",2,0.0346
"5195",805,"Sudan","Wolf",0,"7/19/2004","House","Ingroup",4,0.0677
"5200",864,"Sudan","Wolf",0,"7/30/2007","House","Ingroup",1,0.0138
"5203",1263,"Iraq","YoungFL",0,"10/9/2002","House","Ingroup",1,0.0085
"5207",1030,"Libya","YoungFL",0,"6/3/2011","House","Ingroup",2,0.0382
