"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"1395",836,"Sudan","Jackson-Lee",1,"7/21/2004","House","Ingroup",9,0.0796
"1398",539,"Sudan","Jackson-Lee",1,"4/5/2006","House","Ingroup",2,0.0284
"1399",669,"Sudan","Jackson-Lee",1,"9/19/2006","House","Ingroup",1,0.0146
"1402",1792,"Sudan","Jackson-Lee",1,"9/25/2006","House","Ingroup",1,0.0109
"1407",851,"Iran","Jackson-Lee",1,"7/30/2007","House","Ingroup",2,0.0197
"1414",563,"Iran","Jackson-Lee",1,"4/15/2008","House","Ingroup",3,0.0133
"1419",658,"Iran","Jackson-Lee",1,"12/15/2009","House","Ingroup",3,0.0378
"1426",1042,"Libya","Jackson-Lee",1,"6/3/2011","House","Ingroup",4,0.0134
"1431",1047,"Libya","Jackson-Lee",1,"6/24/2011","House","Ingroup",5,0.0166
"1442",1506,"Iraq","Jefferson",1,"10/9/2002","House","Ingroup",1,0.0151
"1449",503,"Iraq","Jeffords",1,"10/7/2002","Senate","Ingroup",1,0.007
"1453",16,"Iraq","JohnsonSD",1,"1/30/2003","Senate","Ingroup",2,0.0259
"1455",325,"Iran","JohnsonSD",1,"5/21/2012","Senate","Ingroup",4,0.1935
"1459",1242,"Iraq","JonesOH",1,"10/9/2002","House","Ingroup",1,0.014
"1461",870,"Sudan","JonesOH",1,"7/30/2007","House","Ingroup",1,0.0212
"1465",234,"Syria","Kaine",1,"9/11/2013","Senate","Ingroup",6,0.0186
"1469",1507,"Iraq","Kanjorski",1,"10/9/2002","House","Ingroup",1,0.0137
"1472",679,"Iraq","Kaptur",1,"9/19/2002","House","Ingroup",2,0.0269
"1477",1049,"Libya","Kaptur",1,"6/24/2011","House","Ingroup",1,0.0122
"1482",750,"Syria","Kaptur",1,"9/10/2013","House","Ingroup",1,0.0366
"1484",1921,"Russia","Kaptur",1,"10/6/1999","House Hearings","Ingroup",1,0.0087
"1486",2064,"Iran","Kaufman",1,"3/5/2009","Senate Hearings","Ingroup",2,0.0569
"1496",507,"Iraq","Kennedy",1,"10/7/2002","Senate","Ingroup",8,0.0266
"1500",402,"Iraq","Kennedy",1,"10/10/2002","Senate","Ingroup",11,0.0155
"1507",239,"Iraq","Kennedy",1,"3/5/2003","Senate","Ingroup",1,0.0412
"1511",240,"Iraq","Kennedy",1,"3/13/2003","Senate","Ingroup",8,0.0228
"1517",1447,"Iraq","KennedyRI",1,"10/10/2002","House","Ingroup",3,0.0074
"1520",252,"Iraq","Kerrey",1,"3/2/2000","Senate","Ingroup",1,0.0097
"1524",2175,"Iraq","Kerrey",1,"3/1/2001","Senate Hearings","Ingroup",4,0.0091
"1528",250,"Iraq","Kerrey",1,"2/25/1998","Senate","Ingroup",1,0.0061
"1531",251,"Iraq","Kerrey",1,"2/25/1999","Senate","Ingroup",2,0.0091
"1534",2198,"Iraq","Kerry",1,"7/31/2002","Senate Hearings","Ingroup",2,0.0221
"1538",513,"Iraq","Kerry",1,"10/9/2002","Senate","Ingroup",6,0.0093
"1541",2048,"Iran","Kerry",1,"7/9/2008","Senate Hearings","Ingroup",3,0.0211
"1546",2129,"Iran","Kerry",1,"3/3/2009","Senate Hearings","Ingroup",3,0.0139
"1552",2378,"North Korea","Kerry",1,"6/11/2009","Senate Hearings","Ingroup",5,0.0169
"1556",2448,"Sudan","Kerry",1,"7/30/2009","Senate Hearings","Ingroup",7,0.0342
"1560",2402,"Sudan","Kerry",1,"5/12/2010","Senate Hearings","Ingroup",1,0.005
"1564",2085,"Iran","Kerry",1,"6/22/2010","Senate Hearings","Ingroup",3,0.0138
"1569",2332,"North Korea","Kerry",1,"3/1/2011","Senate Hearings","Ingroup",3,0.0084
"1573",2225,"Libya","Kerry",1,"3/31/2011","Senate Hearings","Ingroup",2,0.0106
"1577",2263,"Libya","Kerry",1,"4/6/2011","Senate Hearings","Ingroup",1,0.0042
"1581",299,"Libya","Kerry",1,"6/21/2011","Senate","Ingroup",5,0.0172
"1589",2247,"Syria","Kerry",1,"3/1/2012","House Hearings","Ingroup",4,0.0255
"1591",2095,"Iran","Kerry",1,"3/28/2012","Senate Hearings","Ingroup",1,0.0051
"1595",2257,"Syria","Kerry",1,"4/19/2012","House Hearings","Ingroup",6,0.0219
"1598",2146,"Iraq","Kerry",1,"9/28/1999","Senate Hearings","Ingroup",3,0.0216
"1600",1759,"Afghanistan","Kilpatrick",1,"9/14/2001","House","Ingroup",1,0.0465
"1604",1509,"Iraq","Kilpatrick",1,"10/9/2002","House","Ingroup",5,0.0855
"1608",1626,"Afghanistan","Kind",1,"9/14/2001","House","Ingroup",1,0.0711
"1614",656,"Iraq","Kind",1,"3/13/2003","House","Ingroup",2,0.0218
"1616",1587,"Afghanistan","Kleczka",1,"9/14/2001","House","Ingroup",1,0.0471
"1619",1510,"Iraq","Kleczka",1,"10/9/2002","House","Ingroup",2,0.0261
"1629",698,"Iraq","Kucinich",1,"10/3/2002","House","Ingroup",10,0.0154
"1633",1427,"Iraq","Kucinich",1,"10/10/2002","House","Ingroup",1,0.0095
"1641",715,"Iran","Kucinich",1,"4/26/2006","House","Ingroup",6,0.0418
"1648",1610,"North Korea","Kucinich",1,"9/29/2006","House","Ingroup",3,0.0234
"1670",1511,"Iraq","Kucinich",1,"10/9/2002","House","Ingroup",1,0.0197
"1675",1513,"Iraq","Lampson",1,"10/9/2002","House","Ingroup",1,0.0233
"1679",487,"Iraq","Landrieu",1,"10/10/2002","Senate","Ingroup",4,0.0126
"1682",1690,"Afghanistan","Langevin",1,"9/14/2001","House","Ingroup",2,0.1124
"1687",1088,"Libya","Langevin",1,"6/24/2011","House","Ingroup",1,0.0297
"1692",1561,"Afghanistan","Lantos",1,"9/14/2001","House","Ingroup",2,0.0184
"1697",1310,"Iraq","Lantos",1,"10/10/2002","House","Ingroup",6,0.0587
"1700",1265,"Syria","Lantos",1,"11/20/2003","House","Ingroup",1,0.0184
"1703",799,"Russia","Lantos",1,"7/19/2004","House","Ingroup",8,0.0401
"1709",1099,"Syria","Lantos",1,"3/16/2005","House","Ingroup",1,0.0278
"1712",1898,"Sudan","Lantos",1,"6/22/2005","House Hearings","Ingroup",3,0.0201
"1715",733,"Iran","Lantos",1,"10/27/2005","House","Ingroup",2,0.1233
"1720",533,"Sudan","Lantos",1,"4/5/2006","House","Ingroup",3,0.0346
"1723",712,"Iran","Lantos",1,"4/26/2006","House","Ingroup",2,0.0195
"1727",1836,"Sudan","Lantos",1,"5/18/2006","House Hearings","Ingroup",1,0.0078
"1731",1865,"North Korea","Lantos",1,"6/29/2006","House Hearings","Ingroup",3,0.0253
"1734",1794,"Sudan","Lantos",1,"9/25/2006","House","Ingroup",3,0.0478
"1737",1778,"Iran","Lantos",1,"9/28/2006","House","Ingroup",1,0.0147
"1738",1611,"North Korea","Lantos",1,"9/29/2006","House","Ingroup",2,0.0437
"1741",1351,"Sudan","Lantos",1,"2/8/2007","House Hearings","Ingroup",1,0.0175
"1745",1392,"Iran","Lantos",1,"3/6/2007","House Hearings","Ingroup",3,0.02
"1749",1854,"Russia","Lantos",1,"5/12/1999","House Hearings","Ingroup",3,0.0292
"1754",736,"Afghanistan","Larson",1,"9/14/2001","House","Ingroup",2,0.0655
"1758",1515,"Iraq","Larson",1,"10/9/2002","House","Ingroup",1,0.0116
"1765",265,"Libya","Lautenberg",1,"6/28/2006","Senate","Ingroup",9,0.1334
"1767",336,"Iran","Lautenberg",1,"5/22/1998","Senate","Ingroup",2,0.0306
"1771",377,"Iraq","Leahy",1,"10/9/2002","Senate","Ingroup",2,0.0069
"1775",268,"Iraq","Leahy",1,"1/30/2003","Senate","Ingroup",1,0.0047
"1782",269,"Sudan","Leahy",1,"6/6/2006","Senate","Ingroup",2,0.0385
"1786",271,"Sudan","Leahy",1,"9/19/2006","Senate","Ingroup",2,0.0177
"1796",1574,"Afghanistan","LeeCA",1,"9/14/2001","House","Ingroup",5,0.0753
"1801",832,"Sudan","LeeCA",1,"7/21/2004","House","Ingroup",3,0.0735
"1803",1900,"Sudan","LeeCA",1,"6/22/2005","House Hearings","Ingroup",1,0.0183
"1805",535,"Sudan","LeeCA",1,"4/5/2006","House","Ingroup",3,0.042
"1809",1837,"Sudan","LeeCA",1,"5/18/2006","House Hearings","Ingroup",1,0.0136
"1813",738,"Sudan","LeeCA",1,"9/20/2006","House","Ingroup",1,0.008
"1815",860,"Sudan","LeeCA",1,"7/30/2007","House","Ingroup",3,0.0473
"1817",561,"Iran","LeeCA",1,"4/15/2008","House","Ingroup",7,0.0332
"1821",1160,"Iran","LeeCA",1,"7/9/2008","House Hearings","Ingroup",1,0.0127
"1825",1028,"Libya","LeeCA",1,"6/3/2011","House","Ingroup",2,0.0756
"1831",520,"Iraq","LevinC",1,"10/9/2002","Senate","Ingroup",8,0.0266
"1835",413,"Iraq","LevinC",1,"10/10/2002","Senate","Ingroup",5,0.0145
"1839",273,"Iraq","LevinC",1,"1/9/2003","Senate","Ingroup",1,0.0065
"1843",275,"Iraq","LevinC",1,"3/17/2003","Senate","Ingroup",3,0.0192
"1846",272,"Iran","LevinC",1,"12/15/2009","Senate","Ingroup",3,0.0405
"1857",1726,"Afghanistan","LevinS",1,"9/14/2001","House","Ingroup",1,0.0477
"1860",1409,"Iraq","LevinS",1,"10/10/2002","House","Ingroup",3,0.0471
"1862",1077,"Libya","LevinS",1,"6/24/2011","House","Ingroup",1,0.1001
"1866",739,"Kosovo","LevinS",1,"7/8/1998","House","Ingroup",2,0.022
"1873",193,"Iran","Lieberman",1,"2/22/2000","Senate","Ingroup",7,0.0263
"1877",280,"Iraq","Lieberman",1,"9/13/2002","Senate","Ingroup",3,0.0192
"1881",281,"Iraq","Lieberman",1,"10/2/2002","Senate","Ingroup",3,0.0544
"1885",504,"Iraq","Lieberman",1,"10/7/2002","Senate","Ingroup",6,0.0154
"1888",366,"Iraq","Lieberman",1,"10/8/2002","Senate","Ingroup",1,0.0032
"1892",376,"Iraq","Lieberman",1,"10/9/2002","Senate","Ingroup",8,0.0343
"1896",403,"Iraq","Lieberman",1,"10/10/2002","Senate","Ingroup",5,0.0106
"1899",278,"Russia","Lieberman",1,"2/28/2005","Senate","Ingroup",5,0.0696
"1903",498,"Iran","Lieberman",1,"9/24/2007","Senate","Ingroup",7,0.0352
"1910",277,"Syria","Lieberman",1,"4/14/2011","Senate","Ingroup",7,0.0583
"1914",279,"Syria","Lieberman",1,"5/5/2011","Senate","Ingroup",6,0.0454
"1918",190,"Iraq","Lieberman",1,"2/12/1998","Senate","Ingroup",4,0.0208
"1922",332,"Iran","Lieberman",1,"5/22/1998","Senate","Ingroup",4,0.0159
"1925",1699,"Afghanistan","Lofgren",1,"9/14/2001","House","Ingroup",4,0.1849
"1930",840,"Sudan","Lofgren",1,"7/21/2004","House","Ingroup",5,0.2236
"1938",1992,"Afghanistan","Lugar",1,"12/6/2001","Senate Hearings","Ingroup",2,0.0457
"1942",2002,"Afghanistan","Lugar",1,"6/26/2002","Senate Hearings","Ingroup",2,0.0097
"1946",2199,"Iraq","Lugar",1,"7/31/2002","Senate Hearings","Ingroup",6,0.0125
"1950",2352,"North Korea","Lugar",1,"2/4/2003","Senate Hearings","Ingroup",9,0.0233
"1953",2397,"North Korea","Lugar",1,"3/6/2003","Senate Hearings","Ingroup",3,0.0164
"1957",2042,"Iran","Lugar",1,"10/28/2003","Senate Hearings","Ingroup",7,0.0287
"1960",2015,"Syria","Lugar",1,"10/30/2003","Senate Hearings","Ingroup",1,0.0047
"1965",2337,"North Korea","Lugar",1,"7/15/2004","Senate Hearings","Ingroup",4,0.0145
"1969",2461,"Sudan","Lugar",1,"9/9/2004","Senate Hearings","Ingroup",1,0.0047
"1973",2475,"Sudan","Lugar",1,"9/28/2005","Senate Hearings","Ingroup",1,0.006
"1976",2021,"Iran","Lugar",1,"3/2/2006","Senate Hearings","Ingroup",6,0.0182
"1981",2366,"North Korea","Lugar",1,"7/20/2006","Senate Hearings","Ingroup",5,0.0155
"1987",2300,"Russia","Lugar",1,"6/21/2007","Senate Hearings","Ingroup",5,0.026
"1989",2434,"Sudan","Lugar",1,"4/23/2008","Senate Hearings","Ingroup",2,0.0182
"1992",2049,"Iran","Lugar",1,"7/9/2008","Senate Hearings","Ingroup",3,0.0123
"1997",2130,"Iran","Lugar",1,"3/3/2009","Senate Hearings","Ingroup",1,0.0063
"2003",2449,"Sudan","Lugar",1,"7/30/2009","Senate Hearings","Ingroup",3,0.0208
"2006",2403,"Sudan","Lugar",1,"5/12/2010","Senate Hearings","Ingroup",4,0.0449
"2009",2087,"Iran","Lugar",1,"6/22/2010","Senate Hearings","Ingroup",1,0.0098
"2013",2333,"North Korea","Lugar",1,"3/1/2011","Senate Hearings","Ingroup",3,0.0112
"2017",2226,"Libya","Lugar",1,"3/31/2011","Senate Hearings","Ingroup",1,0.005
"2026",204,"Libya","Lugar",1,"7/5/2011","Senate","Ingroup",2,0.006
"2029",2238,"Syria","Lugar",1,"11/9/2011","House Hearings","Ingroup",1,0.0127
"2033",2248,"Syria","Lugar",1,"3/1/2012","House Hearings","Ingroup",3,0.0339
"2037",2096,"Iran","Lugar",1,"3/28/2012","Senate Hearings","Ingroup",2,0.0162
"2040",2258,"Syria","Lugar",1,"4/19/2012","House Hearings","Ingroup",1,0.009
"2049",1052,"Libya","Lynch",1,"6/24/2011","House","Ingroup",1,0.0319
"2053",744,"Afghanistan","MaloneyC",1,"2/16/2000","House","Ingroup",3,0.0478
"2057",1246,"Iraq","MaloneyC",1,"10/9/2002","House","Ingroup",1,0.0141
"2063",1744,"Afghanistan","MaloneyCT",1,"9/14/2001","House","Ingroup",2,0.0648
"2068",1441,"Iraq","MaloneyCT",1,"10/10/2002","House","Ingroup",5,0.0419
"2070",746,"Iran","MaloneyS",1,"8/1/2013","House","Ingroup",2,0.1059
"2072",1757,"Afghanistan","Markey",1,"9/14/2001","House","Ingroup",1,0.0248
"2076",1406,"Iraq","Markey",1,"10/10/2002","House","Ingroup",3,0.0277
"2080",1731,"Afghanistan","Mascara",1,"9/14/2001","House","Ingroup",1,0.0607
"2086",1521,"Iraq","McCarthyMO",1,"10/9/2002","House","Ingroup",4,0.0751
"2094",1522,"Iraq","McCollum",1,"10/9/2002","House","Ingroup",3,0.0409
"2099",1838,"Sudan","McCollum",1,"5/18/2006","House Hearings","Ingroup",1,0.0166
"2106",2427,"Sudan","McCollum",1,"5/15/1997","Senate Hearings","Ingroup",1,0.0035
"2113",1304,"Iraq","McDermott",1,"10/10/2002","House","Ingroup",5,0.0105
"2128",756,"Iran","McDermott",1,"11/9/2007","House","Ingroup",1,0.0422
"2131",758,"Iran","McDermott",1,"9/10/2008","House","Ingroup",1,0.0125
"2137",1747,"Afghanistan","McGovern",1,"9/14/2001","House","Ingroup",2,0.0372
"2142",760,"Iraq","McGovern",1,"9/5/2002","House","Ingroup",2,0.0316
"2146",547,"Sudan","McGovern",1,"4/5/2006","House","Ingroup",1,0.0193
"2162",770,"Iraq","McNulty",1,"10/8/2002","House","Ingroup",3,0.0842
"2166",1681,"Afghanistan","Meehan",1,"9/14/2001","House","Ingroup",2,0.1111
"2168",1524,"Iraq","Meehan",1,"10/9/2002","House","Ingroup",3,0.0365
"2172",1599,"Afghanistan","MeekC",1,"9/14/2001","House","Ingroup",1,0.0529
"2175",1525,"Iraq","MeekC",1,"10/9/2002","House","Ingroup",1,0.0155
"2177",772,"Iran","MeeksNY",1,"11/3/2005","House","Ingroup",1,0.0593
"2181",1163,"Libya","MeeksNY",1,"3/31/2011","House Hearings","Ingroup",3,0.0365
"2182",1081,"Libya","MeeksNY",1,"6/24/2011","House","Ingroup",2,0.1244
"2187",1672,"Afghanistan","Menendez",1,"9/14/2001","House","Ingroup",3,0.0707
"2190",2417,"Sudan","Menendez",1,"4/11/2007","Senate Hearings","Ingroup",3,0.0605
"2192",922,"Sudan","Menendez",1,"7/31/2007","House","Ingroup",2,0.0237
"2195",2440,"Sudan","Menendez",1,"4/23/2008","Senate Hearings","Ingroup",5,0.0294
"2198",2088,"Iran","Menendez",1,"6/22/2010","Senate Hearings","Ingroup",2,0.0415
"2202",2227,"Libya","Menendez",1,"3/31/2011","Senate Hearings","Ingroup",1,0.0161
"2210",2259,"Syria","Menendez",1,"4/19/2012","House Hearings","Ingroup",2,0.0471
"2213",326,"Iran","Menendez",1,"5/21/2012","Senate","Ingroup",2,0.0285
"2217",2323,"North Korea","Menendez",1,"3/7/2013","Senate Hearings","Ingroup",9,0.0344
"2219",302,"Syria","Menendez",1,"5/9/2013","Senate","Ingroup",2,0.0358
"2223",496,"Syria","Menendez",1,"9/9/2013","Senate","Ingroup",3,0.0148
"2225",790,"Iran","Menendez",1,"8/3/1998","House","Ingroup",1,0.0073
"2229",500,"Iraq","Mikulski",1,"10/7/2002","Senate","Ingroup",5,0.0356
"2232",475,"Iraq","Mikulski",1,"10/10/2002","Senate","Ingroup",2,0.0303
"2235",494,"Syria","Mikulski",1,"9/9/2013","Senate","Ingroup",3,0.0187
"2239",1526,"Iraq","Millender-McDonald",1,"10/9/2002","House","Ingroup",1,0.0141
"2241",314,"Iraq","Miller",1,"10/3/2002","Senate","Ingroup",1,0.02
"2246",877,"Sudan","MillerNC",1,"7/30/2007","House","Ingroup",3,0.1014
"2250",1455,"Iraq","MooreKS",1,"10/10/2002","House","Ingroup",1,0.0197
"2252",773,"Sudan","MooreWI",1,"9/20/2006","House","Ingroup",5,0.1227
"2255",1110,"Kosovo","MoranVA",1,"3/17/1998","House","Ingroup",1,0.0165
"2258",1342,"Iraq","MoranVA",1,"10/10/2002","House","Ingroup",2,0.0435
"2268",1008,"Libya","MoranVA",1,"6/3/2011","House","Ingroup",3,0.0366
"2273",1051,"Libya","MoranVA",1,"6/24/2011","House","Ingroup",1,0.0121
"2278",685,"Kosovo","MoranVA",1,"3/24/1998","House","Ingroup",2,0.0329
"2282",793,"Iran","MoranVA",1,"8/3/1998","House","Ingroup",1,0.0247
"2288",526,"Iraq","Murray",1,"10/9/2002","Senate","Ingroup",1,0.0038
"2292",1107,"Kosovo","Nadler",1,"3/17/1998","House","Ingroup",2,0.0414
"2294",1721,"Afghanistan","Nadler",1,"9/14/2001","House","Ingroup",2,0.0265
"2303",1576,"Afghanistan","Napolitano",1,"9/14/2001","House","Ingroup",1,0.0401
"2305",1668,"Afghanistan","NealMA",1,"9/14/2001","House","Ingroup",1,0.0514
"2306",2290,"North Korea","NelsonFL",1,"5/23/2001","Senate Hearings","Ingroup",1,0.0209
"2310",2202,"Iraq","NelsonFL",1,"7/31/2002","Senate Hearings","Ingroup",4,0.0375
"2312",385,"Iraq","NelsonFL",1,"9/20/2002","Senate","Ingroup",4,0.0299
"2315",364,"Iraq","NelsonNE",1,"10/7/2002","Senate","Ingroup",2,0.0085
"2318",387,"North Korea","NelsonFL",1,"1/10/2003","Senate","Ingroup",3,0.0231
"2320",2438,"Sudan","NelsonFL",1,"4/23/2008","Senate Hearings","Ingroup",2,0.05
"2321",2045,"Iran","NelsonFL",1,"7/9/2008","Senate Hearings","Ingroup",1,0.0378
"2324",2303,"Russia","NelsonFL",1,"9/17/2008","Senate Hearings","Ingroup",2,0.0319
"2328",493,"Syria","NelsonFL",1,"9/9/2013","Senate","Ingroup",4,0.0233
"2333",820,"Sudan","Norton",1,"4/4/2000","House","Ingroup",5,0.0151
"2340",2482,"Sudan","Obama",1,"9/28/2005","Senate Hearings","Ingroup",1,0.0267
"2351",781,"Iraq","Obey",1,"3/6/2003","House","Ingroup",2,0.0092
"2353",540,"Sudan","Olver",1,"4/5/2006","House","Ingroup",1,0.0306
"2358",1630,"Afghanistan","Ortiz",1,"9/14/2001","House","Ingroup",5,0.0892
"2362",1091,"Iraq","Pallone",1,"3/5/2003","House","Ingroup",1,0.0193
"2365",783,"Sudan","Pallone",1,"2/14/2006","House","Ingroup",1,0.0167
"2369",1453,"Iraq","Pascrell",1,"10/10/2002","House","Ingroup",1,0.0145
"2372",798,"North Korea","Pascrell",1,"2/15/2013","House","Ingroup",2,0.057
"2379",1113,"Kosovo","PayneD",1,"3/17/1998","House","Ingroup",1,0.0341
"2383",819,"Sudan","PayneD",1,"4/4/2000","House","Ingroup",8,0.0214
"2388",821,"Sudan","PayneD",1,"6/12/2001","House","Ingroup",10,0.0196
"2391",1670,"Afghanistan","PayneD",1,"9/14/2001","House","Ingroup",3,0.1463
"2393",1532,"Iraq","PayneD",1,"10/9/2002","House","Ingroup",1,0.0086
"2398",822,"Sudan","PayneD",1,"5/13/2004","House","Ingroup",4,0.0133
"2402",829,"Sudan","PayneD",1,"7/21/2004","House","Ingroup",3,0.0597
"2405",1939,"North Korea","PayneD",1,"4/28/2005","House Hearings","Ingroup",2,0.0184
"2409",1215,"Sudan","PayneD",1,"11/1/2005","House Hearings","Ingroup",2,0.0068
"2413",1891,"Sudan","PayneD",1,"11/1/2005","House Hearings","Ingroup",2,0.0068
"2417",1884,"Sudan","PayneD",1,"3/8/2006","House Hearings","Ingroup",1,0.0172
"2421",534,"Sudan","PayneD",1,"4/5/2006","House","Ingroup",3,0.0398
"2426",1839,"Sudan","PayneD",1,"5/18/2006","House Hearings","Ingroup",7,0.0514
"2432",1354,"Sudan","PayneD",1,"2/8/2007","House Hearings","Ingroup",3,0.0191
"2435",1393,"Iran","PayneD",1,"3/6/2007","House Hearings","Ingroup",2,0.0264
"2438",1956,"Russia","PayneD",1,"11/9/2008","House Hearings","Ingroup",1,0.009
"2441",1168,"Libya","PayneD",1,"3/31/2011","House Hearings","Ingroup",5,0.0692
"2444",1679,"Afghanistan","Pelosi",1,"9/14/2001","House","Ingroup",1,0.043
"2448",1410,"Iraq","Pelosi",1,"10/10/2002","House","Ingroup",1,0.0091
"2452",833,"Sudan","Pelosi",1,"7/21/2004","House","Ingroup",3,0.0396
"2455",532,"Sudan","Pelosi",1,"4/5/2006","House","Ingroup",4,0.0331
"2459",878,"Sudan","Pelosi",1,"9/20/2006","House","Ingroup",5,0.0438
"2475",396,"Sudan","Pryor",1,"2/1/2007","Senate","Ingroup",1,0.0251
"2477",936,"Iran","Quigley",1,"5/25/2011","House","Ingroup",1,0.0559
"2478",937,"Iran","Quigley",1,"11/15/2011","House","Ingroup",1,0.0551
"2480",1419,"Iraq","Rangel",1,"10/10/2002","House","Ingroup",2,0.0891
"2493",372,"Iraq","Reid",1,"10/9/2002","Senate","Ingroup",1,0.0137
"2495",324,"Iran","Reid",1,"5/21/2012","Senate","Ingroup",1,0.0649
"2500",491,"Syria","Reid",1,"9/9/2013","Senate","Ingroup",1,0.0061
"2506",1536,"Iraq","Reyes",1,"10/9/2002","House","Ingroup",3,0.038
"2508",1039,"Libya","Reyes",1,"6/3/2011","House","Ingroup",2,0.0424
"2512",2132,"Iran","Risch",1,"3/3/2009","Senate Hearings","Ingroup",1,0.0136
"2516",2228,"Libya","Risch",1,"3/31/2011","Senate Hearings","Ingroup",2,0.0276
"2521",2250,"Syria","Risch",1,"3/1/2012","House Hearings","Ingroup",1,0.0282
"2526",2030,"Iran","Robb",1,"5/14/1998","Senate Hearings","Ingroup",2,0.0097
"2528",2113,"Iraq","Robb",1,"5/21/1998","Senate Hearings","Ingroup",6,0.0295
"2536",470,"Iraq","Rockefeller",1,"10/10/2002","Senate","Ingroup",1,0.0037
"2542",1537,"Iraq","Roemer",1,"10/9/2002","House","Ingroup",4,0.0591
"2543",1734,"Afghanistan","Ross",1,"9/14/2001","House","Ingroup",1,0.0332
"2545",1710,"Afghanistan","Rothman",1,"9/14/2001","House","Ingroup",1,0.0859
"2549",1436,"Iraq","Roybal-Allard",1,"10/10/2002","House","Ingroup",2,0.0387
"2551",844,"Sudan","Rush",1,"7/21/2004","House","Ingroup",1,0.0326
"2556",522,"Iraq","SarbanesP",1,"10/9/2002","Senate","Ingroup",1,0.0033
"2566",1092,"Iraq","Schakowsky",1,"3/5/2003","House","Ingroup",2,0.0261
"2568",1093,"Sudan","Schakowsky",1,"7/21/2004","House","Ingroup",1,0.0462
"2570",842,"Sudan","Schakowsky",1,"7/21/2004","House","Ingroup",1,0.0254
"2573",843,"Sudan","Schiff",1,"7/21/2004","House","Ingroup",2,0.0267
"2579",1094,"Syria","Schiff",1,"7/7/2011","House","Ingroup",2,0.026
"2583",469,"Iraq","Schumer",1,"10/10/2002","Senate","Ingroup",2,0.0114
"2584",327,"Iran","Schumer",1,"5/21/2012","Senate","Ingroup",2,0.0605
"2586",556,"Sudan","Schwartz",1,"4/5/2006","House","Ingroup",1,0.0293
"2589",1212,"Russia","Schwartz",1,"5/5/2008","House","Ingroup",1,0.0303
"2594",1961,"Russia","ScottD",1,"11/9/2008","House Hearings","Ingroup",2,0.035
"2602",1542,"Iraq","Serrano",1,"10/9/2002","House","Ingroup",2,0.0225
"2604",2454,"Sudan","Shaheen",1,"7/30/2009","Senate Hearings","Ingroup",1,0.0375
"2607",2267,"Libya","Shaheen",1,"4/6/2011","Senate Hearings","Ingroup",1,0.0266
"2611",2218,"Libya","Shaheen",1,"6/28/2011","Senate Hearings","Ingroup",1,0.0385
"2624",1294,"North Korea","Sherman",1,"3/16/2000","House Hearings","Ingroup",9,0.0148
"2627",1572,"Afghanistan","Sherman",1,"9/14/2001","House","Ingroup",1,0.0283
"2630",1807,"North Korea","Sherman",1,"2/17/2005","House Hearings","Ingroup",1,0.0189
"2638",1382,"Iran","Sherman",1,"3/15/2007","House Hearings","Ingroup",3,0.0122
"2646",1772,"Iran","Sherman",1,"9/26/2008","House","Ingroup",1,0.0168
"2649",1962,"Russia","Sherman",1,"11/9/2008","House Hearings","Ingroup",1,0.0142
"2653",1287,"Libya","Sherman",1,"5/25/2011","House Hearings","Ingroup",2,0.0567
"2656",1016,"Libya","Sherman",1,"6/3/2011","House","Ingroup",1,0.0096
"2659",1058,"Libya","Sherman",1,"6/24/2011","House","Ingroup",1,0.0261
"2670",1357,"Sudan","Sires",1,"2/8/2007","House Hearings","Ingroup",1,0.0531
"2676",1582,"Afghanistan","Skelton",1,"9/14/2001","House","Ingroup",1,0.0198
"2679",1329,"Iraq","Skelton",1,"10/10/2002","House","Ingroup",1,0.013
"2682",1117,"Iran","Skelton",1,"2/1/2006","House","Ingroup",1,0.0141
"2685",1544,"Iraq","SmithWA",1,"10/9/2002","House","Ingroup",3,0.0281
"2689",1045,"Libya","SmithWA",1,"6/24/2011","House","Ingroup",2,0.0103
"2695",2138,"Sudan","Snyder",1,"6/15/2004","Senate Hearings","Ingroup",3,0.005
"2699",1620,"Afghanistan","Spratt",1,"9/14/2001","House","Ingroup",1,0.0341
"2702",1328,"Iraq","Spratt",1,"10/10/2002","House","Ingroup",2,0.0121
"2704",521,"Iraq","Stabenow",1,"10/9/2002","Senate","Ingroup",2,0.0613
"2707",1752,"Afghanistan","Stark",1,"9/14/2001","House","Ingroup",1,0.025
"2711",1545,"Iraq","Stark",1,"10/9/2002","House","Ingroup",1,0.0119
"2715",1789,"Iran","Stark",1,"9/28/2006","House","Ingroup",2,0.0831
"2718",1072,"Libya","Stark",1,"6/24/2011","House","Ingroup",2,0.0565
"2721",362,"Iraq","Stevens",1,"10/7/2002","Senate","Ingroup",6,0.0259
"2726",1257,"Iraq","Stupak",1,"10/9/2002","House","Ingroup",1,0.0122
"2730",1638,"Afghanistan","Tanner",1,"9/14/2001","House","Ingroup",3,0.0345
"2733",1259,"Iraq","Tanner",1,"10/9/2002","House","Ingroup",3,0.0508
"2736",1407,"Iraq","Tauscher",1,"10/10/2002","House","Ingroup",2,0.1
"2738",1704,"Afghanistan","ThompsonCA",1,"9/14/2001","House","Ingroup",2,0.1177
"2744",1673,"Afghanistan","TurnerTX",1,"9/14/2001","House","Ingroup",1,0.0749
